,ca1_d_0,ca1_d_1,ca1_d_2,ca1_v_0,ca1_v_1,ca1_v_2,ca2_0,ca2_1,ca2_2,ca3_d_0,ca3_d_1,ca3_d_2,ca3_v_0,ca3_v_1,ca3_v_2,ca4_0,ca4_1,ca4_2,dg_d_0,dg_d_1,dg_d_2,dg_v_0,dg_v_1,dg_v_2
ENSMUSG00000000673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.952298
ENSMUSG00000000682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000000686,0.0,0.243193,0.581102,0.273378,0.0,0.0,0.0,0.0805705,0.120382,0.0,0.366792,0.0,0.0,0.11408,0.0,0.754705,0.915548,0.37221,3.66227,0.493392,0.0,0.377027,0.0,1.23665
ENSMUSG00000000690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000000693,0.0263485,0.044072,0.0150034,0.0,0.12927,0.039825,0.0157703,0.263817,0.392684,0.0182057,0.101651,0.0,0.0972736,0.0533624,0.0689194,0.0560183,0.0,0.286674,0.135742,0.100691,0.553299,0.0820524,0.413373,0.673597
ENSMUSG00000000701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000000706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000000708,1.26703,1.44,3.07066,0.883399,6.61088,0.668236,1.20532,1.18721,3.47867,0.29978,0.501091,0.0,0.684144,1.84583,0.23689,0.0,0.759566,0.0,0.0316216,0.0703688,0.424302,3.98774,8.41473,1.17693
ENSMUSG00000000711,35.373,29.2891,40.1778,30.6631,31.1374,39.6387,33.0129,30.0616,35.999,42.3935,38.4737,46.347,35.3692,36.8057,42.6162,33.8908,30.9592,25.2717,27.4194,32.8357,58.3311,26.9068,26.147,30.0754
ENSMUSG00000000724,0.0,0.100339,0.0682887,0.203846,0.0,0.0,0.0,0.0750712,0.0,0.0832976,2.34625,0.0423534,0.232334,0.0,0.119679,0.127511,0.0,0.382736,0.0,0.0,0.0,0.0934471,0.0,0.468335
ENSMUSG00000000730,1.15479,0.0,0.0438193,0.0,0.0,0.0,0.0,0.0,0.0,0.265968,0.0,0.0523968,0.0,0.0389757,0.342966,0.491022,1.46775,0.344897,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000000731,0.0,0.0301657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0924245,0.0,0.0,0.0,3.09749,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000000732,0.0155452,0.0520048,0.0353949,2.05978,2.25077,5.96803,0.0456601,2.34995,0.0,3.83111,2.17883,1.54478,2.65626,3.21203,1.4638,1.18368,2.30421,2.34797,2.6774,0.23761,0.0,2.68674,3.80669,2.60799
ENSMUSG00000000738,13.1407,10.2217,4.70749,15.5062,10.2226,11.9944,8.41867,15.0586,7.91082,7.70091,8.01345,14.8469,14.4398,15.8076,11.1401,14.957,22.2399,16.2152,61.7717,5.56666,10.2589,8.85814,6.02592,12.3584
ENSMUSG00000000739,1.63925,1.28884,0.847691,1.9914,2.19579,1.2388,0.580053,0.0,0.050718,0.0,0.0,0.0,1.15874,1.1074,0.584815,0.0865055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000000740,60.6195,67.5067,67.5011,53.1725,45.542,63.3999,50.1994,44.2496,38.406,42.688,46.5105,45.1816,55.8044,64.0912,62.4632,134.798,149.498,144.334,112.298,65.066,81.1589,53.5669,60.8107,47.9343
ENSMUSG00000000743,9.54528,11.0232,12.4215,5.7132,11.0271,12.156,11.1918,10.0726,7.08629,8.38297,8.83844,6.94949,13.078,11.9001,8.7938,19.4882,16.4017,19.8014,1.58139,0.994721,1.98753,6.26143,5.17909,3.86072
ENSMUSG00000000751,11.7422,15.0725,13.1527,18.9916,19.0965,19.5542,7.53393,5.9835,7.77791,8.49183,5.12065,11.3822,9.12602,12.1537,7.29283,6.75646,6.2608,4.27601,19.2451,17.2193,21.6503,11.4984,7.8331,22.5246
ENSMUSG00000000753,0.242872,0.162496,0.292088,0.0,0.751802,0.706938,0.445402,0.0,0.151161,15.8099,14.5684,16.598,0.771033,1.38407,41.6984,130.964,121.831,115.875,0.0,0.0,0.0,0.151263,0.0868194,0.0
ENSMUSG00000000759,11.5976,12.4767,10.0978,14.6811,14.9955,17.0275,11.4166,11.9481,11.5167,12.0791,10.8989,10.6548,16.8073,11.5113,14.766,12.5712,8.99116,14.951,17.6702,13.4744,14.685,16.6198,19.0026,19.3216
ENSMUSG00000000766,0.0,0.0,0.0,0.451089,0.356565,0.680226,0.236564,0.0770625,0.795797,0.0502285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.80137,4.39604,3.66816,4.22723,14.8727
ENSMUSG00000000776,3.28272,3.23506,4.73697,10.5839,3.89818,2.84431,2.60305,4.71037,2.85649,4.04524,1.6352,1.96394,4.78578,2.09611,4.22945,10.0687,3.37133,5.67392,4.09308,0.159798,0.159663,1.30227,1.71918,1.70382
ENSMUSG00000000782,0.246159,0.0,0.0398463,0.0,0.0,0.0743816,0.934372,0.0,0.0,0.136027,0.0,0.067729,0.164591,0.0,0.121132,0.681614,0.566981,0.0346665,0.0,0.525186,0.0,0.379201,0.0483548,0.221622
ENSMUSG00000000787,116.42,122.41,100.494,86.6291,84.6474,87.6498,124.825,131.522,176.102,119.077,134.195,88.8646,116.17,112.27,113.627,94.43,86.9411,126.284,55.8587,113.775,142.009,89.6492,106.693,84.4644
ENSMUSG00000000791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0243599,0.0,0.0
ENSMUSG00000000792,3.29221,3.03482,6.18006,3.62872,2.72792,5.1309,2.80246,0.824073,3.32554,2.6893,1.91948,1.97191,7.54698,10.6532,12.732,14.6831,15.9249,13.5225,0.753767,0.503216,1.78771,0.341745,0.235384,0.0935156
ENSMUSG00000000794,0.50508,1.20434,0.388975,1.5922,5.06154,6.95515,0.409013,0.427619,2.10376,0.451633,0.312321,0.315783,3.19686,3.53482,3.37752,1.83181,1.58875,1.31203,21.519,8.91226,13.6691,7.89682,5.60265,6.76464
ENSMUSG00000000804,64.5682,43.4434,56.9005,30.2436,41.22,73.0996,53.5057,48.4181,61.2211,53.7287,72.0329,66.4124,51.9758,49.6295,45.6961,45.12,58.018,39.1058,15.5626,26.1938,50.5687,32.2161,39.4144,35.3031
ENSMUSG00000000805,20.1381,17.8425,27.9289,2.5645,12.3016,11.6009,12.5261,8.49575,7.3699,50.6024,45.5994,24.2996,36.5103,29.9872,15.1969,4.69041,7.24542,7.78353,1.71578,20.0334,10.3446,32.1427,24.4384,19.5982
ENSMUSG00000000811,0.08589,0.014365,0.0,0.153963,0.0,0.137001,0.361836,0.0756286,0.994378,0.104381,0.666933,0.390723,0.219841,0.321243,0.921997,3.69351,2.6991,2.03036,0.0,0.0,0.0,0.0235221,0.153524,0.0
ENSMUSG00000000817,0.100924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0305653,0.0,0.0,0.0,0.0,0.038569,0.0,0.457831,0.0,0.0,0.0,0.0,0.137756,0.0395345,0.0
ENSMUSG00000000823,13.1032,13.0629,14.5639,12.3292,20.1193,12.0306,7.31692,7.42447,8.99737,9.51669,10.7294,8.09097,11.5642,10.3856,10.2818,13.6254,9.40809,11.8765,32.4245,24.4644,27.9689,28.302,24.0742,32.0131
ENSMUSG00000000826,64.7351,69.5518,71.0781,90.844,73.1068,63.6916,74.6013,65.5316,64.984,100.431,117.391,115.294,83.3975,70.5178,86.4929,88.3657,92.5867,86.3246,66.9651,76.0428,132.486,73.2033,72.8889,78.9853
ENSMUSG00000000827,64.2632,53.642,46.7319,74.4955,41.266,84.1408,51.964,80.1488,52.1242,54.5228,55.0379,53.6138,51.3815,34.3276,47.2874,30.4851,75.836,57.4068,55.8274,35.5441,56.5712,43.6904,49.3812,50.6672
ENSMUSG00000000838,36.0744,36.4937,42.3932,38.3615,32.4768,21.7137,37.8654,28.2456,30.3576,33.1707,28.9781,33.0674,29.6588,27.448,33.3641,27.5076,12.2691,27.0451,10.2499,12.4161,21.1422,41.2835,29.6439,43.4383
ENSMUSG00000000861,101.787,95.3657,89.2423,67.8552,79.2642,65.5805,79.3429,81.7234,82.2721,97.5721,97.9119,81.504,52.645,60.6156,31.7867,0.202473,0.433005,0.100506,68.7073,28.4947,65.4882,24.5048,28.2087,20.3991
ENSMUSG00000000869,1.18787,2.74316,2.52435,0.538064,4.66234,3.35149,1.13756,1.68491,1.47529,2.51703,3.0966,2.15603,3.67528,2.48757,1.93483,2.94638,0.431374,0.810928,0.0,1.81567,0.0,5.42546,2.68944,4.25633
ENSMUSG00000000876,2.54895,3.98263,2.93799,3.49645,5.83377,3.66753,2.44982,2.07634,2.97753,7.03028,3.99153,7.23825,3.57577,2.97102,3.81822,4.80083,6.28534,4.26477,6.80547,2.07674,1.4799,2.86515,1.93926,1.03134
ENSMUSG00000000881,89.142,95.7197,97.9055,84.9134,88.6571,82.6638,105.97,96.9771,110.382,88.3702,95.1646,89.7031,73.2334,85.8443,79.286,42.5126,46.6364,49.4084,72.5618,128.39,65.0661,76.118,85.0898,84.9106
ENSMUSG00000000884,0.0,0.894109,0.794565,0.388124,0.0599221,0.544526,0.168812,0.148152,0.910747,0.200997,0.338772,0.383941,0.826802,0.499675,2.21941,1.46448,1.38589,1.12439,0.0,1.79904,0.0,0.526993,0.0,0.117976
ENSMUSG00000000889,0.0,0.0,0.0,0.0,0.0,0.0,0.4305,0.0,0.250197,0.0,0.0,0.0,0.0596931,0.0,0.0,0.0,0.0,0.0,0.777464,0.513207,1.22447,0.0881201,0.0337181,0.0
ENSMUSG00000000901,0.0,0.0,0.0,0.0,0.0,0.0,0.201733,0.0,0.0232555,0.0,0.0236192,0.0,0.0,0.0,0.0489782,0.0,0.0,0.0,0.0,0.0,0.0714926,0.0,0.0,0.610845
ENSMUSG00000000902,21.9345,26.9166,21.3829,17.1575,28.5278,21.3091,20.7527,16.2302,15.4317,15.0952,18.9572,15.7803,18.7857,21.9642,22.579,16.6716,29.7244,24.0871,23.6043,26.1454,15.3078,21.9303,23.3852,20.6712
ENSMUSG00000000903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.965163,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000000915,0.888488,2.17935,1.97104,0.497538,0.718529,1.7395,2.00767,2.48109,5.10705,1.94122,1.23156,0.834317,3.21476,3.52773,1.99199,5.30005,4.69102,3.0119,0.904032,0.483388,3.46227,1.14019,0.383939,1.69048
ENSMUSG00000000916,3.8524,3.20168,1.91673,3.04574,2.43312,0.577493,1.14684,1.20666,1.28646,1.69492,0.939406,0.233213,1.3249,3.08929,2.2329,3.89809,2.11724,0.84816,8.85412,4.87586,14.6017,5.10205,6.22958,2.89064
ENSMUSG00000000934,1.66598,2.07113,5.48485,7.49529,5.30179,8.43897,5.33602,5.71981,5.62004,4.51116,2.58418,2.94208,7.4326,9.50644,5.90834,13.8327,11.0371,7.406,0.927811,2.6669,2.32082,5.18805,3.17903,2.94965
ENSMUSG00000000938,0.0,0.0,0.0,0.0,0.12292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000000942,0.0,0.0,0.0,0.0913089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000000948,474.64,500.718,450.926,274.403,348.56,308.681,645.475,712.577,687.192,550.436,510.65,522.922,367.223,360.754,368.735,528.542,535.103,509.795,364.253,342.162,277.995,197.322,172.253,152.358
ENSMUSG00000000957,0.0,0.22075,0.0,0.0,0.0,0.0,14.6924,12.099,14.3829,0.797911,0.0832355,0.0,0.191406,0.0,0.0,0.210439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000000958,0.540991,0.191413,0.379004,0.282746,0.102078,0.880592,0.398519,0.494782,0.284254,0.373799,0.288699,0.424863,0.219467,0.463531,0.326545,0.0884702,0.0679978,0.239696,0.0,0.397434,0.794432,0.161986,0.669449,0.0
ENSMUSG00000000959,11.1249,8.52636,13.2425,12.1767,9.87098,14.3617,10.7266,10.2415,13.1447,14.1821,10.3432,9.75846,10.4324,9.51894,8.52038,8.42915,8.82287,10.4311,8.88386,29.9776,15.2989,13.5576,13.0552,14.9117
ENSMUSG00000000976,5.03173,3.51952,4.21243,9.03454,7.89617,5.65041,3.49648,3.46309,5.4966,3.39871,4.81879,6.31611,6.39835,3.00844,4.27578,1.78471,3.76407,4.53247,0.59212,14.7275,2.68061,8.31108,7.38646,7.30229
ENSMUSG00000000982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0772912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.174174,0.0999718,0.17873
ENSMUSG00000000983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.640197,0.293947,0.525554
ENSMUSG00000001014,0.283414,1.14563,0.215101,0.0,1.39048,1.71349,0.113087,0.472941,0.117329,0.979135,3.75365,0.0,1.14592,0.286988,0.535394,0.100425,0.411684,0.060462,6.81332,3.60999,0.0,0.220646,1.85747,0.830196
ENSMUSG00000001016,30.6174,30.4732,19.3317,29.3601,24.0769,38.2691,25.3956,17.9366,29.9349,35.8291,22.9255,34.7618,29.6834,26.8918,38.0167,31.7851,45.137,29.1567,4.54904,15.6826,18.8199,29.7872,34.3497,14.8842
ENSMUSG00000001017,65.2627,72.495,69.3983,67.3766,67.9695,71.8401,58.8561,67.1644,67.3462,54.7902,62.1615,55.4056,72.7707,69.7515,82.6571,95.014,99.9929,100.63,65.3586,50.5998,64.7387,75.8823,78.6148,69.7784
ENSMUSG00000001018,37.3549,37.0134,39.4031,31.8347,36.0239,43.2396,28.2556,31.0986,39.3362,35.1363,40.4541,55.4978,35.5478,31.3425,44.3429,20.5863,37.122,35.4761,14.9355,26.5097,8.60918,35.883,36.4196,48.7115
ENSMUSG00000001020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.129116,0.255462,0.0,0.0,5.9464,0.0,0.328741,0.0,0.0,0.0,0.0
ENSMUSG00000001021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.255857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000001023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000001025,0.0,0.0996676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.251401,0.422367,0.93515,3.29376,1.36324,1.83051,0.0,1.36617,0.0,0.0,0.0,0.0
ENSMUSG00000001027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00657519,0.0,0.0,0.0,0.0498688,0.0,0.0,0.0,0.0,0.0,0.0103749
ENSMUSG00000001029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26267,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000001034,5.36789,2.23229,2.7952,3.41417,5.20957,5.55221,7.56597,18.6285,11.24,7.90784,2.09829,4.3699,8.19904,9.15247,11.784,7.80906,7.67688,7.74586,11.3794,50.5221,10.6773,7.38427,9.08531,3.82446
ENSMUSG00000001036,39.717,41.5006,34.7762,42.596,37.7049,31.9405,22.7662,34.4578,27.4736,32.7743,37.1172,39.7,30.6152,36.0658,38.7825,34.8979,33.1842,35.9847,60.0913,55.3889,68.0629,28.01,32.2805,40.6679
ENSMUSG00000001039,5.65792,1.8918,4.41344,0.792857,11.8188,5.41415,6.59789,7.54645,2.5422,1.37781,5.29146,4.52877,7.08946,3.76537,5.42759,11.4703,4.39046,10.3042,5.38803,7.95504,27.6591,16.5765,6.23233,9.05281
ENSMUSG00000001052,34.818,24.4801,37.1936,30.7824,27.5457,29.4139,20.6602,32.5737,18.3264,30.9097,23.6576,30.9197,21.5431,23.0475,22.3557,18.0427,22.1885,19.7141,53.5713,152.881,71.4294,40.7969,47.1226,35.1292
ENSMUSG00000001053,0.997165,1.04516,0.721206,3.013,0.976819,0.984875,1.17,1.80777,2.54017,0.572075,0.251148,0.172473,0.21611,0.422814,0.315623,0.6157,2.0902,2.71067,0.0,0.13833,0.0,0.0,0.0323525,0.0
ENSMUSG00000001054,18.815,17.5827,20.5998,20.5189,28.1067,20.7356,20.102,25.2128,25.05,23.5438,17.0961,25.1289,21.206,18.2331,24.3409,16.4099,19.1981,13.4854,36.0611,34.4425,38.2384,16.2853,15.7491,19.3812
ENSMUSG00000001056,15.478,23.0572,13.182,18.0643,28.105,24.4954,23.2336,14.6577,23.0059,11.1978,10.2685,13.3037,15.5123,22.4974,14.3201,23.7203,24.7188,27.3088,6.97995,7.35643,11.5187,8.00655,7.54149,7.63341
ENSMUSG00000001062,4.64318,5.4832,5.29799,8.18563,6.28403,5.53871,4.29855,2.78527,5.14526,4.82572,8.41232,7.69894,4.1548,6.32583,5.6653,10.3968,5.54119,5.23289,7.69129,4.3876,13.8513,7.91886,6.61909,6.96532
ENSMUSG00000001065,2.24608,0.774655,2.03613,1.24499,4.67378,0.890766,1.10658,2.29726,1.61679,1.08618,2.37426,1.93491,4.36675,2.09034,2.88909,1.51085,4.03122,4.14161,5.17369,1.6221,6.56208,2.31651,1.92677,6.96017
ENSMUSG00000001076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000001082,7.26314,0.691682,5.58806,14.8641,6.16323,8.35624,0.836187,2.13896,1.87961,5.16288,5.04122,6.72815,4.39703,4.97014,4.96575,7.33862,6.78053,5.77954,10.6602,20.4715,4.23561,10.1347,5.40788,4.92036
ENSMUSG00000001089,45.4577,53.9027,50.7613,29.2094,36.281,28.8583,77.0643,85.9301,77.2211,65.183,77.5376,70.37,52.9789,48.9534,54.2324,47.4388,51.9865,60.733,29.3996,33.8824,42.737,21.6926,21.4545,21.0502
ENSMUSG00000001095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000001098,23.4834,26.4657,34.3055,26.7693,35.7854,36.2714,26.0218,30.2925,22.1902,18.7288,18.7839,16.795,26.8178,23.1149,17.5672,8.18594,13.0719,14.7201,7.04925,16.6384,19.4081,18.583,15.0695,14.9053
ENSMUSG00000001100,24.7374,29.1549,22.8048,18.4117,21.712,17.1625,29.6943,33.1738,25.9465,30.2459,23.5918,33.0854,22.9178,20.0908,21.3604,29.7589,35.3334,38.3651,33.014,16.0793,12.3221,18.0842,14.4689,17.6665
ENSMUSG00000001103,8.67017,6.37459,8.06274,0.447821,0.323365,0.796981,4.6761,4.253,3.94431,9.91871,14.3414,12.6671,1.77545,0.739668,2.85209,4.59139,4.60178,2.2765,11.5444,0.125923,3.52315,0.205244,0.117803,0.811901
ENSMUSG00000001105,116.019,146.913,109.818,69.5802,67.3913,63.6063,77.6286,68.3091,65.5675,94.4261,116.703,90.1189,72.8714,79.2718,74.7977,76.7454,73.6145,63.4831,122.314,119.381,83.4516,82.0065,92.8091,104.28
ENSMUSG00000001119,0.0482544,0.0180184,0.0122622,9.72675,3.33851,2.83551,0.0552046,0.15907,0.321174,0.487625,1.34684,0.0711228,4.71735,3.18759,2.86833,0.733073,4.88564,1.91271,0.629095,0.0,0.32912,0.0862869,0.0962958,0.568145
ENSMUSG00000001120,23.7783,16.951,21.7524,17.7119,33.5522,25.6506,17.7899,16.6364,21.7111,33.0934,26.9515,14.7289,28.8007,24.7326,25.8596,11.0921,15.8825,12.3947,6.29729,7.20043,40.6207,37.9693,30.1577,29.1695
ENSMUSG00000001123,2.02032,0.330018,2.30252,0.0,0.0,0.739314,0.0,0.176373,0.0,0.283211,0.314526,0.847388,1.83892,1.05603,2.42459,1.52487,4.67443,0.760692,0.0,0.0,0.0,0.0,0.0,0.0450272
ENSMUSG00000001127,100.704,102.392,98.3858,86.9419,71.0051,89.1495,51.0661,60.586,85.9248,42.6078,68.2385,80.2842,69.0822,65.5097,88.2798,54.4629,71.0598,81.8135,80.1618,93.9493,48.2104,64.3305,81.2025,71.4395
ENSMUSG00000001128,1.38794,0.680688,0.298164,2.40205,0.770882,0.554143,2.00876,2.19592,0.878137,0.768399,0.363354,0.965349,0.220974,1.03419,1.98384,1.03,3.48074,0.636883,1.79872,4.80332,0.399939,8.49489,4.45695,5.62113
ENSMUSG00000001131,0.0,1.07535,0.0,0.98899,0.0,0.0,0.0615667,0.0,0.0,0.0710745,0.0,0.0,0.0,0.0,0.0,0.0,0.056032,0.0,0.0,0.0,0.0,0.0800823,0.0,0.0
ENSMUSG00000001134,0.688583,2.66749,5.15296,2.25528,2.01921,1.33209,6.31082,0.37558,3.41066,1.75937,2.71456,1.99956,2.80939,2.96233,4.75034,8.98196,2.75248,2.00536,5.21279,4.86529,1.90265,7.45623,4.32675,6.03017
ENSMUSG00000001138,5.2045,2.70489,6.58022,2.046,4.39301,6.69825,2.02547,4.81695,2.92324,4.352,4.39582,2.61686,5.47176,3.19585,6.09339,2.33281,4.97286,3.06509,2.84701,6.96811,4.75701,4.40891,3.03798,2.31541
ENSMUSG00000001143,7.7795,9.19813,13.1134,9.13485,9.54806,9.2885,16.3937,14.5238,16.9234,13.1823,11.4946,12.3789,13.2931,16.011,10.9297,12.4123,6.17041,10.7319,2.10457,13.6173,13.4633,10.5234,6.52092,7.31927
ENSMUSG00000001150,6.81741,6.63212,7.2508,6.90248,6.35652,6.93675,5.75539,5.49937,3.80179,5.45009,4.28333,6.56071,5.75792,6.67535,5.46672,6.32257,9.62453,5.25016,9.65913,2.71913,7.6892,4.85,9.42282,4.78318
ENSMUSG00000001151,1.95557,2.07539,1.19248,2.12288,2.49234,1.68514,2.21608,2.45876,3.43592,1.63985,1.51478,1.20567,1.48576,2.04969,1.66967,3.14111,1.18232,2.68982,2.85625,3.44289,0.702036,2.15073,1.59907,0.969319
ENSMUSG00000001155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000001156,5.52305,7.30137,5.36704,4.46442,2.75028,2.11129,2.72816,3.07088,3.27561,3.97494,4.01074,2.45192,4.01295,3.19185,3.37324,4.7086,2.43285,2.96427,3.09294,6.11027,3.50869,4.23546,5.92982,9.47071
ENSMUSG00000001157,7.44223,7.42684,7.81141,16.1703,12.1835,7.97732,16.9596,14.3937,24.4716,11.3177,9.89399,11.7484,6.66623,8.69576,7.404,6.61574,4.99056,7.689,5.85797,2.05754,4.00048,10.3752,3.82372,11.8545
ENSMUSG00000001158,33.5217,29.9833,18.1332,34.6454,30.4426,37.3027,19.0651,19.6568,35.2827,24.9612,24.7327,36.9245,20.9035,29.9145,24.7018,32.7609,50.55,35.5873,22.7473,80.8586,16.8593,23.069,30.1851,56.6068
ENSMUSG00000001166,0.579777,0.176156,0.0,0.202418,0.103338,0.0,0.372127,0.848159,1.30798,0.0828662,0.0707652,0.0286709,0.0,0.0,0.0163047,0.0,0.119372,0.0,0.0,0.837407,0.0,0.085305,0.0,0.134616
ENSMUSG00000001168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000001173,22.9177,26.0994,30.9954,34.2139,27.4049,27.6066,26.2648,24.9011,27.5759,29.9835,29.7166,28.9405,32.3418,41.5896,34.8258,25.1189,24.0935,26.5713,12.9023,35.295,34.0362,35.5671,37.7757,26.5523
ENSMUSG00000001175,1882.44,1603.69,1883.71,2029.75,2083.3,1919.59,1997.87,1948.79,2303.26,2365.57,2417.16,2571.06,2115.38,2010.55,1803.99,981.323,839.562,938.219,2598.69,2130.71,2466.82,1838.16,2296.68,2152.98
ENSMUSG00000001211,15.1767,27.979,20.4751,29.4164,22.5349,20.5188,38.4858,32.6109,32.9008,40.1374,34.2387,39.1967,22.883,30.523,33.6923,30.1095,17.0069,25.2872,105.085,37.5718,40.2688,21.1218,17.3487,21.4693
ENSMUSG00000001225,0.0,0.0,0.0,0.859187,0.0,0.0,0.0465376,0.202825,0.201271,0.0,0.0,0.0,0.348556,0.0,0.0169476,0.0,0.0,0.0,0.0,3.37792,0.0,1.00935,0.0,0.0941592
ENSMUSG00000001227,5.47001,12.1417,7.80699,2.61017,6.52636,12.0637,8.46972,10.0034,10.4965,11.1881,7.8978,8.69501,9.62812,7.10665,11.2682,15.5669,8.78272,11.9777,9.37318,4.68878,6.96157,7.30294,3.25909,6.77938
ENSMUSG00000001228,0.0504828,0.105593,0.0287289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0820096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.100863
ENSMUSG00000001229,12.7538,11.3138,13.0686,12.934,11.4412,6.60658,5.72919,4.32441,5.92892,14.1221,12.1973,10.7826,12.5433,11.127,11.5173,9.11111,9.89625,12.86,5.36715,2.706,14.4045,5.2269,4.12463,5.98894
ENSMUSG00000001240,11.282,7.95515,15.7721,7.404,11.4028,9.05081,1.01889,2.19043,1.30683,12.9785,17.5799,8.83278,16.3281,28.0688,21.1003,11.7511,15.9471,18.2498,1.94887,12.7935,19.1559,2.48012,2.3009,4.47468
ENSMUSG00000001247,0.042144,0.0754339,0.363647,0.0,0.195894,0.0681677,0.0478002,0.0,0.0495887,0.0,0.0853268,0.0,0.0,0.136999,0.111253,0.0,0.0,0.357757,0.309759,0.0,0.0,0.0328062,0.0,0.0
ENSMUSG00000001248,12.3207,11.1594,9.80577,10.1519,9.32975,13.1395,10.3871,11.8799,11.7492,12.3445,13.7137,12.3776,11.3942,11.0197,10.6586,12.8083,12.3259,13.0501,10.2628,22.5327,32.3368,8.2608,9.94004,11.5919
ENSMUSG00000001249,0.73567,0.0,0.0,0.0,0.0,0.232357,0.685153,0.0,0.0,0.276206,0.0,0.124348,0.245594,0.0,0.0,0.194208,0.0,0.0,0.0,0.281749,2.38347,0.0,0.32656,0.0388422
